UDI,Product ID,Type,air_temperature,process_temperature,rotational_speed,Torque,tool_wear,machine_failure,tool_wear_failure,heat_dissipation_failure,PWF_power_failure,OSF_overstrain_failure,RNF_random_failure,date
3288,M18147,M,301.2,310.1,1558,32.6,34,0,0,0,0,0,0,23/01/2018
3289,L50468,L,301.3,310.1,1662,31.0,37,0,0,0,0,0,0,24/01/2018
3290,M18149,M,301.2,310.1,1295,56.6,39,0,0,0,0,0,0,25/01/2018
3291,L50470,L,301.2,310.2,1385,42.3,42,0,0,0,0,0,0,26/01/2018
3292,M18151,M,301.2,310.1,1479,45.5,44,0,0,0,0,0,0,27/01/2018
3293,L50472,L,301.3,310.3,1400,44.3,47,0,0,0,0,0,0,28/01/2018
3294,M18153,M,301.2,310.3,1357,54.5,49,0,0,0,0,0,0,29/01/2018
3295,L50474,L,301.1,310.2,1657,34.1,52,0,0,0,0,0,0,30/01/2018
3296,L50475,L,301.1,310.2,1496,43.4,54,0,0,0,0,0,0,31/01/2018
3297,M18156,M,301.2,310.3,1379,43.2,56,0,0,0,0,0,0,01/02/2018
3298,L50477,L,301.2,310.3,1548,38.6,59,0,0,0,0,0,0,02/02/2018
3299,L50478,L,301.2,310.3,1499,38.1,61,0,0,0,0,0,0,03/02/2018
3300,L50479,L,301.3,310.5,1390,45.8,63,0,0,0,0,0,0,04/02/2018
3301,H32714,H,301.3,310.4,1538,38.4,65,0,0,0,0,0,0,05/02/2018
3302,L50481,L,301.3,310.5,1365,47.7,70,0,0,0,0,0,0,06/02/2018
3303,L50482,L,301.3,310.5,1503,48.6,72,0,0,0,0,0,0,07/02/2018
3304,L50483,L,301.2,310.4,1390,49.9,74,0,0,0,0,0,0,08/02/2018
3305,L50484,L,301.2,310.3,1497,45.7,76,0,0,0,0,0,0,09/02/2018
3306,M18165,M,301.3,310.4,1577,48.3,78,0,0,0,0,0,0,10/02/2018
3307,L50486,L,301.4,310.5,1432,54.3,81,0,0,0,0,0,0,11/02/2018
3308,M18167,M,301.4,310.5,1563,39.9,83,0,0,0,0,0,0,12/02/2018
3309,L50488,L,301.4,310.4,1433,43.4,86,0,0,0,0,0,0,13/02/2018
3310,L50489,L,301.3,310.4,1384,50.1,88,0,0,0,0,0,0,14/02/2018
3311,L50490,L,301.3,310.4,1346,46.7,90,0,0,0,0,0,0,15/02/2018
3312,L50491,L,301.3,310.4,1459,44.7,92,0,0,0,0,0,0,16/02/2018
3313,L50492,L,301.4,310.4,1639,28.9,94,0,0,0,0,0,0,17/02/2018
3314,L50493,L,301.4,310.4,1737,31.9,96,0,0,0,0,0,0,18/02/2018
3315,L50494,L,301.4,310.5,1489,43.5,98,0,0,0,0,0,0,19/02/2018
3316,M18175,M,301.5,310.6,1492,43.0,100,0,0,0,0,0,0,20/02/2018
3317,M18176,M,301.4,310.5,1217,60.6,103,0,0,0,0,0,0,21/02/2018
3318,L50497,L,301.5,310.5,1636,28.7,106,0,0,0,0,0,0,22/02/2018
3319,L50498,L,301.4,310.4,1436,49.7,108,0,0,0,0,0,0,23/02/2018
3320,L50499,L,301.4,310.4,1689,30.6,110,0,0,0,0,0,0,24/02/2018
3321,L50500,L,301.5,310.5,2289,16.4,112,0,0,0,0,0,0,25/02/2018
3322,L50501,L,301.5,310.6,1522,41.0,114,0,0,0,0,0,0,26/02/2018
3323,L50502,L,301.5,310.5,1351,52.9,116,0,0,0,0,0,0,27/02/2018
3324,L50503,L,301.5,310.5,1589,36.7,118,0,0,0,0,0,0,28/02/2018
3325,L50504,L,301.5,310.6,1578,34.1,120,0,0,0,0,0,0,01/03/2018
3326,L50505,L,301.5,310.6,1587,33.7,122,0,0,0,0,0,0,02/03/2018
3327,L50506,L,301.5,310.6,1962,20.2,124,0,0,0,0,0,0,03/03/2018
3328,M18187,M,301.5,310.6,2432,14.2,126,0,0,0,0,0,0,04/03/2018
3329,L50508,L,301.6,310.6,1418,43.9,129,0,0,0,0,0,0,05/03/2018
3330,L50509,L,301.6,310.7,1683,29.7,131,0,0,0,0,0,0,06/03/2018
3331,L50510,L,301.7,310.8,1385,50.7,133,0,0,0,0,0,0,07/03/2018
3332,L50511,L,301.7,310.8,1559,44.5,135,0,0,0,0,0,0,08/03/2018
3333,M18192,M,301.7,310.8,1671,31.6,137,0,0,0,0,0,0,09/03/2018
3334,M18193,M,301.6,310.8,1343,49.5,140,0,0,0,0,0,0,10/03/2018
3335,M18194,M,301.6,310.8,1548,34.2,143,0,0,0,0,0,0,11/03/2018
3336,L50515,L,301.7,310.9,1705,31.2,146,0,0,0,0,0,0,12/03/2018
3337,L50516,L,301.6,310.8,1535,35.4,148,0,0,0,0,0,0,13/03/2018
3338,L50517,L,301.6,310.8,1564,34.1,150,0,0,0,0,0,0,14/03/2018
3339,M18198,M,301.6,310.9,1510,40.9,152,0,0,0,0,0,0,15/03/2018
3340,L50519,L,301.6,310.9,1492,45.2,155,0,0,0,0,0,0,16/03/2018
3341,M18200,M,301.5,310.8,1452,44.1,157,0,0,0,0,0,0,17/03/2018
3342,H32755,H,301.4,310.7,1329,52.0,160,0,0,0,0,0,0,18/03/2018
3343,L50522,L,301.5,310.8,1382,52.4,165,0,0,0,0,0,0,19/03/2018
3344,M18203,M,301.5,310.8,1628,36.4,167,0,0,0,0,0,0,20/03/2018
3345,L50524,L,301.4,310.7,1706,27.9,170,0,0,0,0,0,0,21/03/2018
3346,L50525,L,301.3,310.7,1594,34.1,172,0,0,0,0,0,0,22/03/2018
3347,L50526,L,301.3,310.7,1761,24.3,174,0,0,0,0,0,0,23/03/2018
3348,L50527,L,301.3,310.6,1529,41.8,176,0,0,0,0,0,0,24/03/2018
3349,M18208,M,301.3,310.7,1532,40.7,178,0,0,0,0,0,0,25/03/2018
3350,L50529,L,301.4,310.7,1673,27.8,181,0,0,0,0,0,0,26/03/2018
3351,L50530,L,301.4,310.8,1285,62.6,183,1,0,0,0,1,0,27/03/2018
3352,L50531,L,301.4,310.8,1680,31.4,185,0,0,0,0,0,0,28/03/2018
3353,L50532,L,301.4,310.8,1610,34.6,187,0,0,0,0,0,0,29/03/2018
3354,L50533,L,301.6,310.9,1632,31.6,189,0,0,0,0,0,0,30/03/2018
3355,L50534,L,301.6,310.9,1559,40.2,191,0,0,0,0,0,0,31/03/2018
3356,L50535,L,301.5,310.8,1367,49.0,193,0,0,0,0,0,0,01/04/2018
3357,L50536,L,301.6,310.8,1355,57.8,195,1,0,0,0,1,0,02/04/2018
3358,H32771,H,301.6,310.7,1414,51.7,197,0,0,0,0,0,0,03/04/2018
3359,L50538,L,301.5,310.6,1522,36.6,202,0,0,0,0,0,0,04/04/2018
3360,L50539,L,301.5,310.6,1525,41.9,204,0,0,0,0,0,0,05/04/2018
3361,L50540,L,301.5,310.6,1394,46.5,206,0,0,0,0,0,0,06/04/2018
3362,L50541,L,301.5,310.6,1519,40.7,208,0,0,0,0,0,0,07/04/2018
3363,L50542,L,301.4,310.6,1445,43.9,210,0,0,0,0,0,0,08/04/2018
3364,L50543,L,301.4,310.6,1555,43.3,212,0,0,0,0,0,0,09/04/2018
3365,L50544,L,301.4,310.5,1633,39.5,0,0,0,0,0,0,0,10/04/2018
3366,M18225,M,301.4,310.6,1630,30.3,2,0,0,0,0,0,0,11/04/2018
3367,M18226,M,301.4,310.7,1692,32.3,5,0,0,0,0,0,0,12/04/2018
3368,H32781,H,301.5,310.7,1790,26.2,8,0,0,0,0,0,0,13/04/2018
3369,L50548,L,301.5,310.8,1350,58.5,13,0,0,0,0,0,0,14/04/2018
3370,L50549,L,301.5,310.9,2760,8.0,15,1,0,0,1,0,0,15/04/2018
3371,L50550,L,301.4,310.7,1584,32.2,17,0,0,0,0,0,0,16/04/2018
3372,L50551,L,301.4,310.7,1989,21.8,19,0,0,0,0,0,0,17/04/2018
3373,L50552,L,301.4,310.8,1431,44.3,21,0,0,0,0,0,0,18/04/2018
3374,L50553,L,301.4,310.7,1568,35.2,23,0,0,0,0,0,0,19/04/2018
3375,L50554,L,301.4,310.7,1376,50.6,25,0,0,0,0,0,0,20/04/2018
3376,M18235,M,301.4,310.6,1459,46.9,27,0,0,0,0,0,0,21/04/2018
3377,M18236,M,301.5,310.8,1385,47.5,30,0,0,0,0,0,0,22/04/2018
3378,H32791,H,301.5,310.8,1591,29.6,33,0,0,0,0,0,0,23/04/2018
3379,L50558,L,301.5,310.7,1568,33.1,38,0,0,0,0,0,0,24/04/2018
3380,M18239,M,301.4,310.7,1459,37.7,40,0,0,0,0,0,0,25/04/2018
3381,L50560,L,301.4,310.7,1590,36.3,43,0,0,0,0,0,0,26/04/2018
3382,L50561,L,301.3,310.6,1376,47.6,45,0,0,0,0,0,0,27/04/2018
3383,L50562,L,301.3,310.6,1510,38.5,47,0,0,0,0,0,0,28/04/2018
3384,H32797,H,301.4,310.6,1674,33.6,49,0,0,0,0,0,0,29/04/2018
3385,L50564,L,301.3,310.6,1426,40.7,54,0,0,0,0,0,0,30/04/2018
3386,L50565,L,301.5,310.7,1466,43.6,56,0,0,0,0,0,0,01/05/2018
3387,H32800,H,301.5,310.8,1474,38.7,58,0,0,0,0,0,0,02/05/2018
3388,M18247,M,301.6,310.8,1290,65.3,63,0,0,0,0,0,0,03/05/2018
3389,M18248,M,301.7,310.9,1435,48.0,66,0,0,0,0,0,0,04/05/2018
3390,M18249,M,301.5,310.7,1416,53.2,69,0,0,0,0,0,0,05/05/2018
3391,H32804,H,301.5,310.7,1599,40.4,72,0,0,0,0,0,0,06/05/2018
3392,L50571,L,301.5,310.7,1466,47.3,77,0,0,0,0,0,0,07/05/2018
3393,L50572,L,301.5,310.7,1408,47.3,79,0,0,0,0,0,0,08/05/2018
3394,L50573,L,301.5,310.6,1490,48.1,81,0,0,0,0,0,0,09/05/2018
3395,L50574,L,301.5,310.6,1405,42.3,83,0,0,0,0,0,0,10/05/2018
3396,L50575,L,301.4,310.5,1647,33.3,85,0,0,0,0,0,0,11/05/2018
3397,M18256,M,301.4,310.6,1459,35.0,87,0,0,0,0,0,0,12/05/2018
3398,L50577,L,301.4,310.6,1648,30.7,90,0,0,0,0,0,0,13/05/2018
3399,L50578,L,301.4,310.7,1675,30.7,92,0,0,0,0,0,0,14/05/2018
3400,L50579,L,301.4,310.7,1605,34.2,94,0,0,0,0,0,0,15/05/2018
3401,H32814,H,301.4,310.7,1536,44.4,96,0,0,0,0,0,0,16/05/2018
3402,M18261,M,301.4,310.7,1617,34.3,101,0,0,0,0,0,0,17/05/2018
3403,L50582,L,301.4,310.6,1347,53.3,104,0,0,0,0,0,0,18/05/2018
3404,L50583,L,301.3,310.5,1337,52.7,106,0,0,0,0,0,0,19/05/2018
3405,L50584,L,301.3,310.4,1695,30.9,108,0,0,0,0,0,0,20/05/2018
3406,M18265,M,301.3,310.4,1635,32.5,110,0,0,0,0,0,0,21/05/2018
3407,L50586,L,301.2,310.4,1470,44.0,113,0,0,0,0,0,0,22/05/2018
3408,L50587,L,301.2,310.4,1381,49.8,115,0,0,0,0,0,0,23/05/2018
3409,M18268,M,301.2,310.4,1382,41.6,117,0,0,0,0,0,0,24/05/2018
3410,M18269,M,301.2,310.4,1697,30.0,120,0,0,0,0,0,0,25/05/2018
3411,L50590,L,301.2,310.3,1451,39.7,123,0,0,0,0,0,0,26/05/2018
3412,L50591,L,301.3,310.3,1419,55.7,125,0,0,0,0,0,0,27/05/2018
3413,L50592,L,301.3,310.3,1313,55.6,127,0,0,0,0,0,0,28/05/2018
3414,L50593,L,301.3,310.3,1560,36.3,129,0,0,0,0,0,0,29/05/2018
3415,L50594,L,301.3,310.3,1555,41.2,131,0,0,0,0,0,0,30/05/2018
3416,L50595,L,301.4,310.4,1579,36.9,133,0,0,0,0,0,0,31/05/2018
3417,L50596,L,301.5,310.5,1435,44.6,135,0,0,0,0,0,0,01/06/2018
3418,L50597,L,301.6,310.6,1621,33.7,137,0,0,0,0,0,0,02/06/2018
3419,H32832,H,301.6,310.6,1555,40.4,139,0,0,0,0,0,0,03/06/2018
3420,L50599,L,301.5,310.5,1611,33.8,144,0,0,0,0,0,0,04/06/2018
3421,L50600,L,301.6,310.6,1834,23.5,146,0,0,0,0,0,0,05/06/2018
3422,M18281,M,301.5,310.5,1612,29.8,148,0,0,0,0,0,0,06/06/2018
3423,L50602,L,301.5,310.4,1629,34.1,151,0,0,0,0,0,0,07/06/2018
3424,L50603,L,301.4,310.4,1496,35.2,153,0,0,0,0,0,0,08/06/2018
3425,L50604,L,301.5,310.5,1593,32.9,155,0,0,0,0,0,0,09/06/2018
3426,M18285,M,301.5,310.5,1623,33.5,157,0,0,0,0,0,0,10/06/2018
3427,L50606,L,301.5,310.5,1380,48.7,160,0,0,0,0,0,0,11/06/2018
3428,L50607,L,301.6,310.6,1562,34.4,162,0,0,0,0,0,0,12/06/2018
3429,L50608,L,301.6,310.6,1391,49.4,164,0,0,0,0,0,0,13/06/2018
3430,H32843,H,301.5,310.5,1551,34.3,166,0,0,0,0,0,0,14/06/2018
3431,H32844,H,301.6,310.6,1821,26.2,171,0,0,0,0,0,0,15/06/2018
3432,L50611,L,301.6,310.7,1429,43.6,176,0,0,0,0,0,0,16/06/2018
3433,M18292,M,301.6,310.7,2012,20.7,178,0,0,0,0,0,0,17/06/2018
3434,M18293,M,301.6,310.6,1924,23.6,181,0,0,0,0,0,0,18/06/2018
3435,M18294,M,301.5,310.5,1412,44.1,184,0,0,0,0,0,0,19/06/2018
3436,L50615,L,301.5,310.5,1389,54.9,187,0,0,0,0,0,0,20/06/2018
3437,L50616,L,301.5,310.5,1466,48.1,189,0,0,0,0,0,0,21/06/2018
3438,L50617,L,301.5,310.5,2297,15.8,191,0,0,0,0,0,0,22/06/2018
3439,L50618,L,301.4,310.4,1471,37.5,193,0,0,0,0,0,0,23/06/2018
3440,L50619,L,301.4,310.3,1492,41.4,195,0,0,0,0,0,0,24/06/2018
3441,L50620,L,301.3,310.3,1460,41.5,197,0,0,0,0,0,0,25/06/2018
3442,L50621,L,301.4,310.4,1559,39.4,199,0,0,0,0,0,0,26/06/2018
3443,M18302,M,301.4,310.5,1495,52.5,201,0,0,0,0,0,0,27/06/2018
3444,L50623,L,301.5,310.5,1535,39.0,204,0,0,0,0,0,0,28/06/2018
3445,L50624,L,301.5,310.6,1381,50.7,206,0,0,0,0,0,0,29/06/2018
3446,M18305,M,301.6,310.6,1599,36.1,208,0,0,0,0,0,0,30/06/2018
3447,H32860,H,301.6,310.6,1400,49.5,211,0,0,0,0,0,0,01/07/2018
3448,L50627,L,301.7,310.6,1624,34.5,216,0,0,0,0,0,0,02/07/2018
3449,L50628,L,301.6,310.6,1478,36.6,218,0,0,0,0,0,0,03/07/2018
3450,L50629,L,301.7,310.7,1605,33.3,220,0,0,0,0,0,0,04/07/2018
3451,L50630,L,301.6,310.6,1506,43.4,222,0,0,0,0,0,0,05/07/2018
3452,L50631,L,301.6,310.6,1455,43.9,0,0,0,0,0,0,0,06/07/2018
3453,H32866,H,301.6,310.5,1602,32.3,2,0,0,0,0,0,1,07/07/2018
3454,L50633,L,301.5,310.4,1425,54.4,7,0,0,0,0,0,0,08/07/2018
3455,L50634,L,301.5,310.4,1918,21.8,9,0,0,0,0,0,0,09/07/2018
3456,H32869,H,301.4,310.3,1611,41.5,11,0,0,0,0,0,0,10/07/2018
3457,H32870,H,301.4,310.4,1610,38.6,16,0,0,0,0,0,0,11/07/2018
3458,M18317,M,301.5,310.4,2639,12.0,21,1,0,0,1,0,0,12/07/2018
3459,L50638,L,301.5,310.4,1329,46.6,24,0,0,0,0,0,0,13/07/2018
3460,L50639,L,301.5,310.4,1270,54.2,26,0,0,0,0,0,0,14/07/2018
3461,L50640,L,301.5,310.3,1415,41.6,28,0,0,0,0,0,0,15/07/2018
3462,H32875,H,301.6,310.4,1330,49.5,30,0,0,0,0,0,0,16/07/2018
3463,H32876,H,301.6,310.5,1786,27.1,35,0,0,0,0,0,0,17/07/2018
3464,L50643,L,301.6,310.5,1809,25.5,40,0,0,0,0,0,0,18/07/2018
3465,L50644,L,301.7,310.6,1303,59.7,42,0,0,0,0,0,0,19/07/2018
3466,M18325,M,301.8,310.7,1383,45.7,44,0,0,0,0,0,0,20/07/2018
3467,L50646,L,301.7,310.6,1447,56.9,47,0,0,0,0,0,0,21/07/2018
3468,L50647,L,301.8,310.7,1461,44.2,49,0,0,0,0,0,0,22/07/2018
3469,L50648,L,301.8,310.7,2092,18.6,51,0,0,0,0,0,0,23/07/2018
3470,M18329,M,301.8,310.7,1429,47.9,53,0,0,0,0,0,0,24/07/2018
3471,L50650,L,301.8,310.8,1736,26.5,56,0,0,0,0,0,0,25/07/2018
3472,L50651,L,301.8,310.7,1441,49.3,58,0,0,0,0,0,0,26/07/2018
3473,L50652,L,301.8,310.7,1523,43.3,60,0,0,0,0,0,0,27/07/2018
3474,M18333,M,301.8,310.8,1691,33.4,62,0,0,0,0,0,0,28/07/2018
3475,M18334,M,301.9,310.8,1557,35.3,65,0,0,0,0,0,0,29/07/2018
3476,L50655,L,301.8,310.7,1644,33.4,68,0,0,0,0,0,0,30/07/2018
3477,L50656,L,301.8,310.6,1522,43.8,70,0,0,0,0,0,0,31/07/2018
3478,L50657,L,301.8,310.7,1547,41.7,72,0,0,0,0,0,0,01/08/2018
3479,L50658,L,301.8,310.7,1597,30.8,74,0,0,0,0,0,0,02/08/2018
3480,M18339,M,301.8,310.8,1619,31.0,76,0,0,0,0,0,0,03/08/2018
3481,L50660,L,301.9,310.8,1400,58.2,79,0,0,0,0,0,0,04/08/2018
3482,L50661,L,302.0,310.9,1663,31.5,81,0,0,0,0,0,0,05/08/2018
3483,L50662,L,301.9,310.8,1540,37.6,83,0,0,0,0,0,0,06/08/2018
3484,H32897,H,301.9,310.8,1455,42.7,85,0,0,0,0,0,0,07/08/2018
3485,L50664,L,301.9,310.8,1519,39.0,90,0,0,0,0,0,0,08/08/2018
3486,L50665,L,301.9,310.8,1427,47.7,92,0,0,0,0,0,0,09/08/2018
3487,L50666,L,301.9,310.8,1650,29.8,94,0,0,0,0,0,0,10/08/2018
3488,M18347,M,301.8,310.8,1508,38.8,96,0,0,0,0,0,0,11/08/2018
3489,L50668,L,301.9,310.9,1379,54.8,99,0,0,0,0,0,0,12/08/2018
3490,L50669,L,301.9,310.9,1542,36.7,101,0,0,0,0,0,0,13/08/2018
3491,M18350,M,301.9,310.9,1763,28.4,103,0,0,0,0,0,0,14/08/2018
3492,H32905,H,301.9,310.9,1590,34.3,106,0,0,0,0,0,0,15/08/2018
3493,H32906,H,301.9,311.0,1336,63.6,111,0,0,0,0,0,0,16/08/2018
3494,M18353,M,301.9,311.0,1638,35.4,116,0,0,0,0,0,0,17/08/2018
3495,L50674,L,301.9,311.0,1356,45.7,119,0,0,0,0,0,0,18/08/2018
3496,M18355,M,301.9,311.0,1384,47.4,121,0,0,0,0,0,0,19/08/2018
3497,L50676,L,301.9,310.9,1309,48.0,124,0,0,0,0,0,0,20/08/2018
3498,L50677,L,301.9,311.0,1642,33.1,126,0,0,0,0,0,0,21/08/2018
3499,L50678,L,301.9,311.0,1289,54.9,128,0,0,0,0,0,0,22/08/2018
3500,L50679,L,301.9,311.0,1353,43.8,130,0,0,0,0,0,0,23/08/2018
3501,H32914,H,301.9,311.0,1871,26.0,132,0,0,0,0,0,0,24/08/2018
3502,H32915,H,301.9,311.0,1291,63.6,137,0,0,0,0,0,0,25/08/2018
3503,M18362,M,301.8,310.9,1346,44.6,142,0,0,0,0,0,0,26/08/2018
3504,L50683,L,301.7,310.8,1493,47.6,145,0,0,0,0,0,0,27/08/2018
3505,M18364,M,301.7,310.8,1524,41.3,147,0,0,0,0,0,0,28/08/2018
3506,L50685,L,301.6,310.8,1726,26.7,150,0,0,0,0,0,0,29/08/2018
3507,H32920,H,301.6,310.8,1435,47.2,152,0,0,0,0,0,0,30/08/2018
3508,M18367,M,301.7,310.8,1502,34.4,157,0,0,0,0,0,0,31/08/2018
3509,L50688,L,301.7,310.9,1608,33.0,160,0,0,0,0,0,0,01/09/2018
3510,L50689,L,301.8,311.0,1771,27.2,162,0,0,0,0,0,0,02/09/2018
3511,L50690,L,301.7,311.0,1474,42.6,164,0,0,0,0,0,0,03/09/2018
3512,L50691,L,301.8,311.0,1322,53.0,166,0,0,0,0,0,0,04/09/2018
3513,M18372,M,301.8,311.0,1393,49.5,168,0,0,0,0,0,0,05/09/2018
3514,M18373,M,301.9,311.1,1417,52.5,171,0,0,0,0,0,0,06/09/2018
3515,H32928,H,301.9,311.0,1430,49.8,174,0,0,0,0,0,0,07/09/2018
3516,M18375,M,301.9,311.1,1605,40.0,179,0,0,0,0,0,0,08/09/2018
3517,L50696,L,302.0,311.1,1402,47.8,182,0,0,0,0,0,0,09/09/2018
3518,L50697,L,302.0,311.0,1550,35.2,184,0,0,0,0,0,0,10/09/2018
3519,L50698,L,301.9,311.0,1376,44.9,186,0,0,0,0,0,0,11/09/2018
3520,M18379,M,301.9,310.9,1569,32.5,188,0,0,0,0,0,0,12/09/2018
3521,L50700,L,301.9,311.0,1669,32.2,191,0,0,0,0,0,0,13/09/2018
3522,L50701,L,301.9,311.0,1541,38.9,193,0,0,0,0,0,0,14/09/2018
3523,L50702,L,301.8,311.0,1651,32.5,195,0,0,0,0,0,0,15/09/2018
3524,L50703,L,301.8,310.9,1521,39.3,197,0,0,0,0,0,0,16/09/2018
3525,M18384,M,301.8,310.8,1365,48.2,199,0,0,0,0,0,0,17/09/2018
3526,L50705,L,301.8,310.9,1609,31.7,202,0,0,0,0,0,0,18/09/2018
3527,H32940,H,301.8,310.8,1470,37.6,204,0,0,0,0,0,0,19/09/2018
3528,M18387,M,301.9,310.9,1573,38.9,209,0,0,0,0,0,0,20/09/2018
3529,L50708,L,302.0,310.9,1378,53.1,212,1,0,0,0,1,0,21/09/2018
3530,L50709,L,301.9,310.9,1567,39.0,214,1,1,0,0,0,0,22/09/2018
3531,M18390,M,301.9,310.9,1441,43.7,0,0,0,0,0,0,0,23/09/2018
3532,M18391,M,301.9,310.9,1641,33.2,3,0,0,0,0,0,0,24/09/2018
3533,L50712,L,301.9,310.9,1486,40.3,6,0,0,0,0,0,0,25/09/2018
3534,L50713,L,302.0,311.0,1563,36.2,8,0,0,0,0,0,0,26/09/2018
3535,M18394,M,302.0,311.1,1769,26.0,10,0,0,0,0,0,0,27/09/2018
3536,H32949,H,301.9,311.0,1672,29.9,13,0,0,0,0,0,0,28/09/2018
3537,L50716,L,302.0,311.0,1632,34.2,18,0,0,0,0,0,0,29/09/2018
3538,M18397,M,302.0,311.0,1980,21.5,20,0,0,0,0,0,0,30/09/2018
3539,L50718,L,302.0,311.1,1635,36.0,23,0,0,0,0,0,0,01/10/2018
3540,L50719,L,302.0,311.0,1686,32.5,25,0,0,0,0,0,0,02/10/2018
3541,L50720,L,301.9,310.9,1574,31.4,27,0,0,0,0,0,0,03/10/2018
3542,L50721,L,301.8,310.8,1546,43.4,29,0,0,0,0,0,0,04/10/2018
3543,L50722,L,301.8,310.9,1899,24.7,31,0,0,0,0,0,0,05/10/2018
3544,L50723,L,301.8,310.9,1449,36.5,33,0,0,0,0,0,0,06/10/2018
3545,M18404,M,301.9,310.9,1483,37.0,35,0,0,0,0,0,0,07/10/2018
3546,L50725,L,301.8,310.8,1576,38.6,38,0,0,0,0,0,0,08/10/2018
3547,M18406,M,301.9,310.9,1317,51.9,40,0,0,0,0,0,0,09/10/2018
3548,M18407,M,301.9,311.0,1467,48.1,43,0,0,0,0,0,0,10/10/2018
3549,L50728,L,301.9,310.9,1616,34.5,46,0,0,0,0,0,0,11/10/2018
3550,M18409,M,301.8,310.9,1299,60.4,48,0,0,0,0,0,0,12/10/2018
3551,M18410,M,301.9,311.0,1432,41.5,51,0,0,0,0,0,0,13/10/2018
3552,L50731,L,301.9,310.9,1799,24.2,54,0,0,0,0,0,0,14/10/2018
3553,M18412,M,301.8,310.9,1358,52.3,56,0,0,0,0,0,0,15/10/2018
3554,M18413,M,301.8,310.8,1618,37.8,59,0,0,0,0,0,0,16/10/2018
3555,L50734,L,301.9,310.8,1525,43.2,62,0,0,0,0,0,0,17/10/2018
3556,L50735,L,301.8,310.7,1551,37.7,64,0,0,0,0,0,0,18/10/2018
3557,L50736,L,301.9,310.8,1735,31.5,66,0,0,0,0,0,0,19/10/2018
3558,M18417,M,301.8,310.7,1309,43.3,68,0,0,0,0,0,0,20/10/2018
3559,L50738,L,301.7,310.6,1743,26.2,71,0,0,0,0,0,0,21/10/2018
3560,M18419,M,301.7,310.7,1659,29.9,73,0,0,0,0,0,0,22/10/2018
3561,L50740,L,301.8,310.7,1680,32.4,76,0,0,0,0,0,0,23/10/2018
3562,L50741,L,301.7,310.6,1486,38.5,78,0,0,0,0,0,0,24/10/2018
3563,L50742,L,301.7,310.6,1471,43.8,80,0,0,0,0,0,0,25/10/2018
3564,M18423,M,301.8,310.7,1465,35.8,82,0,0,0,0,0,0,26/10/2018
3565,M18424,M,301.7,310.6,1492,42.2,85,0,0,0,0,0,0,27/10/2018
3566,M18425,M,301.8,310.7,1420,52.0,88,0,0,0,0,0,0,28/10/2018
3567,L50746,L,301.8,310.6,1295,62.3,91,0,0,0,0,0,0,29/10/2018
3568,L50747,L,301.8,310.5,1548,34.1,93,0,0,0,0,0,0,30/10/2018
3569,L50748,L,301.8,310.6,1372,54.7,95,0,0,0,0,0,0,31/10/2018
3570,M18429,M,301.8,310.6,1552,35.9,97,0,0,0,0,0,0,01/11/2018
3571,H32984,H,301.8,310.6,1441,46.3,100,0,0,0,0,0,0,02/11/2018
3572,M18431,M,301.7,310.6,1691,27.7,105,0,0,0,0,0,0,03/11/2018
3573,L50752,L,301.8,310.6,1451,50.7,108,0,0,0,0,0,0,04/11/2018
3574,L50753,L,301.8,310.6,1452,48.4,110,0,0,0,0,0,0,05/11/2018
3575,L50754,L,301.7,310.6,1406,46.0,112,0,0,0,0,0,0,06/11/2018
3576,L50755,L,301.7,310.5,1567,39.1,114,0,0,0,0,0,0,07/11/2018
3577,L50756,L,301.6,310.4,1599,41.7,116,0,0,0,0,0,0,08/11/2018
3578,M18437,M,301.6,310.4,1455,39.0,118,0,0,0,0,0,0,09/11/2018
3579,M18438,M,301.7,310.5,1625,35.9,121,0,0,0,0,0,0,10/11/2018
3580,L50759,L,301.8,310.6,2672,11.8,124,1,0,0,1,0,0,11/11/2018
3581,L50760,L,301.8,310.6,1650,31.9,126,0,0,0,0,0,0,12/11/2018
3582,M18441,M,301.8,310.6,1459,40.2,128,0,0,0,0,0,0,13/11/2018
3583,L50762,L,301.8,310.6,1395,50.5,131,0,0,0,0,0,0,14/11/2018
3584,L50763,L,301.8,310.7,1751,29.3,133,0,0,0,0,0,0,15/11/2018
3585,L50764,L,301.8,310.6,1192,68.9,135,0,0,0,0,0,0,16/11/2018
3586,L50765,L,301.9,310.7,1947,25.0,137,0,0,0,0,0,0,17/11/2018
3587,L50766,L,301.8,310.5,1593,34.9,139,0,0,0,0,0,0,18/11/2018
3588,H33001,H,301.8,310.5,1478,38.6,141,0,0,0,0,0,0,19/11/2018
3589,M18448,M,301.7,310.6,1505,44.5,146,0,0,0,0,0,0,20/11/2018
3590,L50769,L,301.7,310.5,2465,13.7,149,0,0,0,0,0,0,21/11/2018
3591,L50770,L,301.8,310.6,1403,46.8,151,0,0,0,0,0,0,22/11/2018
3592,M18451,M,301.7,310.5,1458,41.4,153,0,0,0,0,0,0,23/11/2018
3593,H33006,H,301.6,310.4,1369,45.4,156,0,0,0,0,0,0,24/11/2018
3594,M18453,M,301.6,310.4,1377,44.9,161,0,0,0,0,0,0,25/11/2018
3595,M18454,M,301.6,310.4,1452,45.7,164,0,0,0,0,0,0,26/11/2018
